ID_REF,pancreatic cancer saliva-1,pancreatic cancer saliva-2,pancreatic cancer saliva-3,pancreatic cancer saliva-4,pancreatic cancer saliva-5,pancreatic cancer saliva-6,pancreatic cancer saliva-7,pancreatic cancer saliva-8,pancreatic cancer saliva-9,pancreatic cancer saliva-10,pancreatic cancer saliva-11,pancreatic cancer saliva-12,Healthy control saliva-1,Healthy control saliva-2,Healthy control saliva-3,Healthy control saliva-4,Healthy control saliva-5,Healthy control saliva-6,Healthy control saliva-7,Healthy control saliva-8,Healthy control saliva-9,Healthy control saliva-10,Healthy control saliva-11,Healthy control saliva-12
1552468_a_at,0,0,3.77,1.31,0,3.02,0,4.15,1.44,0,1.41,3.62,3.38,1.61,1.52,1,11.13,0.01,2.54,1.13,0.01,0.7,0,0.83
1552470_a_at,0.85,0,0.12,2.52,0.64,0.92,0,1.35,0,0,0,3.76,4.82,0,2.32,1.08,0,0.65,2.15,1.91,0,0,0.33,0
1552472_a_at,0,0,9.91,0,0,0,2.82,0,0,4.41,0,0,0.01,0,0,0,0,2.36,3.05,0,0,4.48,1.52,0
1552473_at,1.21,0,4.6,3.01,0,2.53,0.15,1.06,2.27,3.77,1.86,1.92,0,3.84,0.75,3.63,1.08,0,1.9,0.04,0.99,4.59,1.94,0.7
1552474_a_at,0,0.32,0,2.51,1.52,4.78,1.74,0,0,0.01,7.6,2.19,0.02,1.55,0,0.19,0,4.18,2,0.21,0,0,0,2.58
1552476_s_at,1.12,2.57,1.77,0.49,0,0,2.16,0,0.57,0.51,0.29,0,1.55,1.89,0.47,1.28,3.73,1.94,0.02,0,1.28,0.44,0.01,2.04
1552477_a_at,7.9,0.89,7.04,0.37,0.08,2.86,0.01,0.74,0,0.06,4.86,0.99,1.34,5.97,2.1,3.65,0,1.58,0.53,0,0.69,0,0.27,2.72
1552478_a_at,2.4,0,8.2,2.53,0.88,51.56,67.8,81.37,20.39,27.28,1.89,11.28,0,2.75,1.21,93.13,148.33,0.87,104.13,146.21,328.51,0.07,232.43,0.95
1552480_s_at,0.46,2.81,0.84,3.82,0,2.71,0,0,0,2.68,1.55,2.81,0.49,5.27,2.55,0,0.81,0,8.59,0.01,0.18,1.26,0.22,1.83
1552481_s_at,1.31,36.15,6.11,2.05,10.3,7.8,0.95,5,1.48,4.23,1.68,1.97,0,1.13,5.83,0.82,2.62,2.1,0,7.94,0.23,6.07,8.68,1.27
1552482_at,0.13,9.71,1.15,1.9,12.79,1.88,2.5,0.01,19.87,1.53,1.07,2.79,13.92,0.41,0.16,0,33.75,19.24,6.31,2.36,0.02,18.38,0,1.36
1552484_at,0.67,3.9,63.52,3.96,0,81.22,0.99,22.69,16.69,22.37,5.74,32.12,1.5,4.41,2.13,53.78,28.8,3.65,11.09,8.54,92.94,12.08,0.67,2.92
1552485_at,2.58,0,2.95,2.95,0,1.52,2.83,2.79,0.25,0.01,0,1.38,0.08,3.97,0,0.01,0,0.32,0,2.43,0,0,2.56,3.13
1552486_s_at,3.07,0.49,2.16,1.78,5.41,3.22,9.35,3.01,2.03,0,0.01,1.45,0,2.23,0,2.69,0.01,0.91,0.83,0.33,0,0.01,0,1.69
1552487_a_at,0,9.09,29.15,0,0,0,22.92,0,0,0,0,0.85,0,0,9.28,103.76,0.01,0,24.37,4.54,0.01,5.65,0.01,8.33
1552489_s_at,140.69,176.9,125.54,246.33,129.83,155.76,182.32,250.18,320.1,176.89,164.4,115.04,184.28,62.08,210.41,180.65,243.16,458.86,137.63,103.7,156.06,126.48,191.77,160.57
1552490_at,118.12,67.69,74.42,97.1,109.39,126.87,0.08,85.89,13.85,65.02,63.01,55.77,82.98,108.36,113.83,0.62,138.04,72.31,35.86,66.12,52.52,47.07,114.42,129.07
1552491_at,0.07,0.93,3.79,0,0.49,1.56,2.02,2.68,0.01,6.27,0.83,0,0,0.51,0,2.26,4.42,1.42,0,0,7.11,0.83,0.16,1.07
1552493_s_at,1.88,0,8.5,1.12,1.56,1.39,2.71,3.24,5.38,1.02,0.38,1.15,1.48,1.01,2.3,0,2.31,0,2.21,0,0,0.23,0.47,0.82
1552494_at,373.57,275.73,281.11,254.3,292.64,337.51,242.41,275.64,234.49,318.03,273.5,266.95,179.39,278.93,246.7,166.62,303.16,255.93,244.3,327.92,383.36,231.8,310.92,386.89
1552496_a_at,0,1.81,0,0,0,1.58,0,2.27,0.82,0,0,5.64,0.24,1.74,2.45,0,1.43,0.32,0,0,0.01,0.65,1.08,0
1552497_a_at,3.38,1.11,5.71,10.05,0.05,5.49,2.09,0.41,3.46,8.46,6.23,35.61,3.48,16.86,21.35,4.42,8.49,3.48,1.73,2.87,3.2,50.65,1.22,8.56
1552498_at,0,0,0.21,0.9,6.06,0.94,0,1.98,0.72,2.75,2.96,0,2.05,0.16,2.01,0,0,1.53,5.74,0.31,1.57,0,1.89,2.87
1552499_a_at,264.51,189.39,115.93,226.45,203.76,88.36,12.14,87.77,69.97,108.09,216.67,253.9,251.29,237.22,169.1,111.71,2.4,211.84,226.9,75.51,52.89,162.08,0.34,174.41
1552501_a_at,0.92,2.04,0,0.74,0,0.01,2.4,1.93,0,0,0.42,1.1,0.73,0.39,0.01,0,2.23,1.51,0.46,2.92,7.76,0.7,2,1.69
1552502_s_at,3.28,0,0,0,0.73,2.84,6.92,0,4.57,1.14,0,0.83,3.77,1.13,1.84,1.32,0,0,0.12,0,2.09,0.2,1.92,0.77
1552503_at,3.06,0,5.13,1.66,7.03,0.98,1.37,0.87,0.01,0,0.28,1.15,4.76,3.28,0,2.36,2.56,0,0,0,0,0.78,0,2.11
1552504_a_at,3.32,3.01,11.06,8.63,3.17,11.23,2.8,3.17,4.34,0,3.29,1.79,6.43,0,1.61,3.18,5,3.02,0,3.13,2.47,3.75,0.24,2.6
1552506_at,0.01,0,3.85,4.94,0.04,4.25,1.96,0,3.42,0,0.82,6.69,4.45,2.89,0.02,0,8.97,0,0,4.12,1.16,0.3,0.17,0.8
1552507_at,0,0.01,5.16,1.72,3.32,0,0,1.83,1.75,0.01,4.44,1.07,0.46,1.72,4.68,0,0,0,7.34,1.97,6.8,2.14,0,0.32
1552508_at,1.59,0.13,1.83,0,2.21,0.29,1.58,1.88,0.6,0.16,4.3,0,1.5,0,2.45,8.23,2.06,1.76,1.01,1.39,3.18,0.05,2.17,0.87
1552509_a_at,0.89,4.83,21.62,12.42,7.36,3.06,3.71,5.02,2.24,3.83,5.6,2.16,3.16,1.66,13.78,2.36,3.14,1.22,3.1,0,1.63,2.73,4.68,2.87
1552510_at,160.5,188.09,270.44,180.1,186.39,167.9,206.23,185.88,169.39,171.21,132.78,206.44,229.76,118.81,230.79,93.51,222.11,111,266.22,271.27,67.12,195.62,178.14,192.13
1552511_a_at,0.67,0,0.01,3.41,2.27,0,0,9.6,0.09,1.65,0.65,3.08,1.34,3.85,0,0,0,0,2.57,3.26,0,0,0,0
1552514_at,1.53,1.01,0.14,1.79,0,0,3.82,0,1.85,0,7.72,2.48,0.57,0,0.23,0,5.29,0.69,0,2.11,0,2.06,0.05,3.47
1552515_at,1.4,5.34,4.77,0,0,0,1.3,1.42,0.02,1.26,1.19,0,5.12,2.71,0.87,2.66,3.85,3.03,0,0.25,7.8,0.11,0,1.1
1552516_a_at,3.78,0.58,2.26,2.87,0.03,3.71,1.09,2.85,7.46,3.1,0,0,2.01,2.28,0.01,0,2.52,3.79,1.41,0.41,2.53,1.77,0.9,2.24
1552518_s_at,0.25,0.78,0,0.73,1.39,2.69,0,2.77,0,0.71,1.45,1.43,0.02,0.67,1.35,0,0,0,0.53,3.7,0.01,1.07,0,2.48
1552519_at,0.18,3.42,117.77,6.52,0.79,2.74,0.02,4.85,0.35,1.13,0.81,1.39,1.62,1.44,1.31,1.64,17.53,0.44,2.39,38.99,1.15,1.83,0.91,0.62
1552520_at,1.92,0,4.26,0,0,1.5,0.92,0.03,3.72,2.41,2.28,0,0,0.6,1.27,0,1.05,0,3.49,18.01,0.01,0.04,0,0
1552521_a_at,0,0,1.57,7.76,0,1.71,0,0,0,0,0,0.38,0,0.01,0.62,0.01,1.63,0,0.69,5.33,0.49,0,0.6,0.8
1552522_at,380.28,400.71,183.62,402.23,275.33,147.77,180.94,37.3,96.78,241.52,318.12,39.45,467.47,480.28,397.76,14.61,18.31,422.73,11.66,81.65,44.09,271.2,50.31,344.99
1552523_a_at,0.36,1.62,0,0.15,1.33,0,0.04,0,0,3.52,0.01,0,0,0.46,0,0,8.55,0.21,3.78,0.88,3.43,2.84,0.01,2.72
1552524_at,1.2,1.86,1.8,1.44,1.49,0,5.43,1.85,0,4.99,0,0,0,0,0,0,1.92,0,1.19,0,0,1.25,0,1.34
1552526_at,70.32,127.76,85.29,99.93,85.28,91.52,90.25,97.68,27.9,145.43,142.13,252.96,105.43,155.94,92.43,61.44,119,122.49,124.27,25.92,0.01,144.36,62.89,149.63
1552528_at,0,1.68,2.36,0.01,0,6.36,0,0.63,2.58,1.91,0,2.06,0,0,0,0.85,10.34,0.24,0,1.02,0,0.9,0,1.74
1552531_a_at,86.02,108.03,150.73,45.4,65.4,70.03,53.67,116.95,107.91,60.71,47.19,66.13,82.83,76.28,53.78,79.98,57,50.94,48.85,107.98,243.68,52.84,14.13,48.39
1552532_a_at,0,0.9,0,1.36,2.05,3.66,0.91,4.22,0,0,0,0,0,1.65,0,0,0,2.02,0,0,3.38,0,1.01,2.21
1552535_at,0,5.48,2.31,4.82,2.08,0,7.51,1.34,0,0,5.06,1.09,3.52,0,2.01,0,7.53,0,0.01,0,0,0.43,0.08,1.94
1552536_at,6.36,0,1.94,0.01,5.33,5.51,4.21,3.72,8.35,2.75,0.01,4.56,1.35,3.55,2.23,1.63,2.37,7.26,0,0.01,2.6,2.26,1.93,5.02
1552538_a_at,0,2.69,0,2.48,0.09,0,0,1.91,0,1.99,2.52,0,0,0,2.02,1.08,0,2.99,3.54,0,0.94,2.07,0,1.12
1552540_s_at,2.71,0,0,0.01,0.73,7.05,0.69,0.01,4.53,0,1.26,0,0.01,3.32,1.1,2.49,0.17,0,0.03,2.54,3.98,0,1.3,1.07
1552541_at,1.72,0.01,4.92,3.82,3.12,0,0.01,2.77,2.96,0,1.58,2.83,2.94,3.13,0,3.53,1.44,0.67,1.5,3.06,0,3.24,0.92,0.01
1552542_s_at,138.76,143.85,20.01,108.84,77.11,91.32,99.74,78.13,129.6,128.25,113.1,34.15,166.06,137.84,124.47,72.53,63.47,135.46,5.22,55.1,40.67,115.02,54.83,112.91
1552543_a_at,0.98,0.6,0,5.66,0.46,0,0.01,1.55,1.85,0,0,4.36,0,4.54,0,3.29,1.06,1.56,0.77,3.76,0.9,0,2.2,0
1552544_at,1.95,6.04,0.6,0.94,1.54,0,10.03,0,0.15,0.16,0,1.17,0.13,0.79,0,0,0,4.69,0,3.01,0,0.66,3.21,0
1552546_a_at,0,6.56,3.14,0.62,1.62,1.32,0,0,3.5,0,5.14,0,0.66,3.55,0.87,0,5.77,2.57,0.69,0,3.56,1.88,1,0.38
1552548_at,363.7,237.01,22.66,190.41,233.5,151.31,110.01,16.39,8.37,29.65,247.57,751.16,138.91,292.02,153.45,16.23,11.06,274.14,0.31,2.69,189,179.48,0.01,245.96
1552549_a_at,2.35,0,5.08,0,0.4,1.6,0.46,2.16,3.5,4,0,3.83,1.52,0,0,0,2.51,0,4.6,3.5,0.01,0,1.96,2.18
1552552_s_at,0,0.3,0,0,0,0.01,0.84,4.99,0.01,4.01,2.04,5.49,2.17,0,4.43,0,0,0,2.92,0,0.01,1.63,0,0
1552553_a_at,0.36,73.7,122.5,44.98,23.53,85.01,29.39,78.36,142.33,25.1,5.17,74.38,19,3.65,13.59,0,0.02,5.81,65.05,82.29,1,1.8,0.01,4.9
1552554_a_at,0,0,0,1.7,0,2.06,0,0,3.87,2.07,0,1.1,0.4,1.5,0,1.38,0,3.43,0,0,0,0,15.52,3.15
1552555_at,1570.28,1618.46,477.45,1594.15,1355.99,527.09,492.45,493.06,470.53,519.95,1529.53,501.09,1576.21,1545.32,1574.59,492.62,496.07,1382.89,474.98,475.29,474.84,454.51,491.2,1491.57
1552557_a_at,0,0,1.07,7.04,1.16,1.52,0,6.23,4.7,1.75,2.29,0,5.17,0,0,1.03,0.01,0,0.96,0.73,0.36,0.54,3.79,0
1552558_a_at,21.62,15.52,4.1,21.49,11.9,3.19,4.05,2.82,12.1,0.04,5.49,1.58,9.91,1.72,26.08,3.03,1.04,1.67,7.32,7.25,0,25.23,8.74,9.63
1552559_a_at,0,0,11.22,3.12,0.15,0.63,0,2.88,0.92,1.9,2.32,0,0,0,0,3.42,1.74,0.14,0,0,3.91,1.54,1.4,0
1552562_at,6.13,2.05,0,3.48,1.84,0.65,0.81,6.6,0,3.08,0.01,3.77,8.94,1.29,0.86,1.18,5.23,4.69,4.21,0,1.46,2.52,0,0.2
1552563_a_at,0,0,0,0.03,0,6.98,0.48,2.93,0,3.39,2.3,2.75,0,0.03,0.48,6.17,0,2.31,0,0.01,3.1,0.2,0,0
1552564_at,5.56,2.04,0,0,1.62,3.47,1.27,0.36,0,0,0.61,4.88,3.14,0.09,5.77,1.65,0,2.03,1.87,1.69,2.65,0.12,0,6.72
1552566_at,7.08,0,6.2,0,1.79,0.01,3.53,2.29,0,4.16,0.58,5.21,6.17,2.67,4.5,0.35,0,6.91,0,1.35,0,2.17,1.56,2.54
1552568_at,2.98,0.21,2.58,0,4.99,0,0.25,0,1.38,3.61,0,0,2.32,5.2,0,1.22,2.08,1.85,1.71,0,2.48,0.47,1.6,0
1552569_a_at,0.03,0.05,0,4.3,0.01,2.38,1.76,0,0,6.49,1.74,0.17,0.02,0,0.01,0.38,3.68,2.99,5.41,0.01,2.47,5.15,0,2.1
1552570_at,436.83,372.36,298.73,429.52,407.74,268.15,251.4,284.24,198.77,278.59,248.19,371.11,298.48,344.72,356.82,282.9,161.32,554,217.65,228.67,163.88,287.07,239.79,354.1
1552572_a_at,0,2.28,2.09,2.89,0.9,1.82,2.22,0,8.8,5.44,0.37,9.46,1.56,0,1.99,8.77,0,2.18,0,0.19,2.7,2.43,0,3.25
1552573_s_at,2.18,2.39,0.87,2.11,1.26,0.39,3.8,0.65,0.81,1.89,2.16,0.73,0.34,1.23,0.17,1.79,1.61,0,1.52,1.21,2.24,2.24,1.73,3.1
1552575_a_at,1.25,1.86,0.77,0.39,0.46,1.49,0.24,2.65,0,0.66,2.15,0,0.53,1.74,0.25,1.64,3.31,0.44,0.19,0,0,1.3,1.35,0.92
1552576_at,1.12,0.68,0,0,0,0,0.17,3.11,0,0,1.97,0.77,0,0,6.45,0,1.62,1.95,0,0.9,0.21,0.15,0,0
1552578_a_at,5.65,2.23,0.02,3.27,4.18,0,8.05,0.15,0,2.03,2.01,0.34,0.12,0,6.4,3.14,2.7,0.61,0,2.56,0.91,0.01,6.17,1.92
1552579_a_at,0,0,0.01,8.48,0.01,1.2,0,1,0,1.57,0.58,0,0,1.24,6.86,0.02,3.38,3.07,0.01,2.87,0,2.99,7.31,0
1552580_at,0,2.72,0,1.83,0.72,6.16,5.31,0.05,3.48,0,0.92,0,0.99,0.01,3.73,0.38,2.27,0.27,5.59,0,0,0,5.67,2.53
1552582_at,3.39,0.32,1.46,2.27,0,0,1.07,1.32,0.39,5.67,1.05,0,1.31,3.5,0.9,0.09,0,2.7,1.81,0.69,3.19,2.85,0.01,2.34
1552583_s_at,1.05,8.67,0,1.93,3.63,0,3.57,3.05,2.07,0.01,1.77,0,2.12,2.3,3.85,8.38,0,1.53,0.06,1.91,0,3.19,0.38,0
1552584_at,1.98,1.49,0,2.52,5.98,1.56,1.83,6.51,3.82,4.63,3.01,0,0,0.01,3.67,0.01,0,0.76,0,0.24,0,2.26,0,0
1552585_s_at,5.19,4.91,0,2.25,3.5,2.18,3.47,3.36,3.55,4.69,0.01,5.94,2.59,5.28,6.09,7.76,0.01,1.05,4.1,0.01,0.16,2.77,2.47,0
1552586_at,2.62,3.37,0.01,1.03,0.11,0.07,2.07,0.49,2.61,12.28,1.22,0,1.57,11.95,0.01,2.9,2.11,1.45,3.34,2.94,0.94,0.66,4.77,1.24
1552587_at,0.38,0.08,0,3.55,5.07,3.84,0.01,0.4,0,0,1.63,1.73,2.34,5.17,0.67,7.45,1.48,0.04,2.73,0,4.18,2.44,3.66,7.97
1552588_a_at,2.62,2.49,0,6.39,0,1.26,7.76,2.65,0,0.67,3.18,0,0,0,0,1.11,2.13,3.72,2.36,0,2.39,1.85,0,2.15
1552590_a_at,2.25,0,0.03,3.88,2.07,0,2.25,0.32,1.08,3.43,0,0.01,0.01,0,2.03,4.75,1.26,1.93,1.01,0,2,0.01,0.65,0
1552592_at,3.04,4.79,0.58,3.08,5.45,0,0,0,0.57,0.98,7.9,0.22,5.36,4.31,4.05,0.05,1.4,3.94,1.06,0.01,0,2.27,0,2.32
1552594_at,4.24,7.7,200.8,2.76,3.37,174.61,220.02,122.86,162.29,36.48,15.43,4755.12,2.77,14.74,1.31,77.94,184.51,8.96,158.8,172.26,67.19,4.08,45.18,2.12
1552596_at,4.17,4.07,4.91,3.33,1.9,1.62,2.59,0.84,0,4.24,2.87,2.99,3.48,3.89,2.33,1.59,4.63,4.42,5.55,29.88,0,2.75,0,3.55
1552598_at,2.42,13.69,111.86,14.85,13.12,78.52,8.34,7.68,5.78,11.26,29.23,60.25,8.55,42.29,26.62,44.13,77.66,10.99,7.63,12.18,105.99,3.61,14.17,5.05
1552599_at,7.77,8.5,0,5.19,3.89,1.74,2.33,2.59,4.4,0.02,5.94,2.13,0.01,8.46,3.44,5.52,4.13,3.91,0,2.55,3.66,3.5,0,2.34
1552602_at,1.86,47.08,14.8,6.42,5.35,0.03,0.28,3.31,21.7,2.28,39.47,31.79,13.22,0.01,88.81,16.29,0,2.26,9.81,7.32,0,50.74,1.77,22
1552604_at,10.85,9.03,122.83,5.62,2.68,88.29,63.31,50.67,16.54,14.34,14.5,144.5,7.56,35.85,6.08,121.2,12.76,10.78,64.43,43.08,187.62,30.37,63.57,9.39
1552605_s_at,523.31,570.23,279.06,465.41,398.39,263.14,223.76,314.55,233.78,303.01,312.98,298.87,248.41,272.26,679.52,246.77,254.86,449.19,253.25,262.32,94.3,304.67,280.37,399.03
1552607_at,0,0,0,4,2.52,5.26,1.59,0,0,0.16,0,0,1.61,4.57,3.29,0,0,3.44,0,0,0,0,0.1,4.1
1552608_at,1.41,3.18,2.92,0.36,0.01,7.16,1.59,0,0,0.72,4.24,2.28,0.01,9.83,0.21,3.87,1.3,6.14,0.9,1.48,0,0.59,2.36,1.27
1552609_s_at,0,3.9,4.18,2.87,0.01,2.39,0,0,0,0.21,4.19,0.95,5.17,3.04,0.07,0,3.33,1.97,7.14,4.99,0,3.8,0,2.19
1552610_a_at,3.21,1.27,3.06,3.36,0,4.5,0,4.17,0,0.04,0,3.37,0,0,3.36,1.54,0,1.61,0.15,0.01,1.64,2.45,7.22,3.53
1552611_a_at,0.24,5.27,6.52,8.5,11.79,0,0.86,1.2,1.05,0.29,4.76,2.11,6.89,0.95,0.34,10.42,2.52,5.77,12.83,5.06,0,7.21,1.86,1.07
1552612_at,1.29,0.31,3.8,1.98,4.26,2.68,0.39,1.08,0.75,0.07,3.3,3.8,0,4.84,9.34,1.04,0,3.62,0.96,8.89,3.42,2.66,5.57,5.71
1552613_s_at,0,1.6,0.43,0,3.21,0,0.52,0.61,11.17,0.65,0,0,2.11,1.82,2.34,1.48,0,1.67,5.29,0,0,0.66,0.01,1.63
1552615_at,3.58,1.34,0.4,0.01,2.72,1.65,0.62,1.8,1.6,0.02,3.43,2.37,1.3,0.16,1.63,0,4.47,0.72,4.05,0,4.4,1.74,0,1.99
1552616_a_at,406.35,407.73,160.16,351.41,338.35,231.58,281.86,264.09,162.97,230.95,318.51,312.46,372.92,301.22,371.13,207.32,267.42,524.83,267.58,216.29,6929.26,392.22,246.86,420.92
1552617_a_at,0,6.18,0,1.93,4.83,0,1.31,0,4.78,0.01,0,2.35,0,6.18,0.01,0,0,0.25,6.42,0,0,0.91,0,0.02
1552618_at,6.17,2.25,0,2.35,0,4.28,0,0,0.54,7.15,3.89,3.61,1.91,1.02,0.47,2.51,9.58,0.67,0.01,2.34,0,2,16.22,1.69
1552619_a_at,2.18,1.56,0,6.68,1.78,0,0,2.71,3.21,0,0.04,0,0,0,0.01,3.94,2.4,3.56,0,3.55,0,0.46,1.08,0.84
1552620_at,189.1,200.49,175.91,208.56,239.82,378.51,0.8,45.59,27.79,169.79,588.16,566.15,141.78,82.42,121.51,43.15,86.65,85.19,135.97,226.89,42.5,82.54,84.88,197.45
1552621_at,4.16,0,2.4,1.98,1.31,1.35,0,3.72,2.13,0.03,0,3.37,1.08,0,0.7,9,6.94,1.36,12.39,3.38,18.08,1.11,14.52,0.53
1552622_s_at,55.89,52.45,63.93,102.06,121.3,109.87,89.53,127.33,21.21,31.23,72.33,40.05,92.76,43.66,72.68,96.39,70.8,32.28,96.13,151.29,105.33,47.13,111.48,27.36
1552623_at,115.43,98.39,259.77,96.84,68.74,320.02,323.79,313.87,311.84,142.34,48.54,175.06,48.17,163.12,73.76,325.89,318.43,52.93,317.97,196.37,135.62,143.32,187.48,35.48
1552625_a_at,0,3.91,0,1.72,0,6.78,0,2.38,13.84,0,0,0,1.06,0,0,0.6,0,2.35,0,0,0.24,0,0,0
1552626_a_at,2.07,0.01,0.4,3.29,0.06,2.56,3.1,3.83,8.64,1.48,2.49,1.11,2.3,1.28,1.32,1.73,6.36,1.69,0.28,0,0,1.59,1.72,0
1552627_a_at,2.35,0,2.41,0,0,0.01,0,0.38,1.84,0,1.14,0,0,0.01,3.22,0,2.11,0,0.03,4.29,11.12,0.02,0,0
1552628_a_at,0,5.02,0,1.43,4.88,3.34,0,6.61,0.01,3.11,0,2.23,3.78,7.69,3.2,2.81,1.92,3.31,5.73,3,0,2.16,0,1.16
1552629_a_at,181.09,206.56,123.66,252.28,234.37,244.97,139.55,129.74,30.19,343.8,228.03,268.3,184.85,265.01,264.67,54.07,105.64,254.39,91.21,99.56,0.04,225.06,150.97,217.27
1552630_a_at,2.33,2.45,1.66,0.01,0,0.01,0,0.76,0.6,15.62,2.51,0.33,0,2.55,0.03,2.11,0,2.95,0.38,1.8,0,0,0,1.21
1552631_a_at,0,20.8,0,1.97,0,0,1.48,2.09,4.59,0,4.57,0,0.46,4.85,0.01,1.95,0,0,11.27,0,2.41,0.46,0,1.05
1552632_a_at,0,1.89,18.68,0,7.68,5.2,0,3.61,45.25,2.95,0,1.58,8.8,0,0,0,5.42,2.99,1.46,0,0.52,0.28,0,2.25
1552633_at,5.86,3.28,1.04,4.57,1.38,0.04,2.97,7.33,2.54,0.17,2.5,1.96,1.18,2.44,1.38,3.76,0.32,5.42,1.12,0.8,0.05,2.25,0,2.26
1552634_a_at,0,2.13,0,0,2.13,2.5,3.14,0,6.41,0,0.16,1.82,0.01,1.83,0.11,0,0,1.11,8.26,2.19,0,0.45,0,2.76
1552637_at,0.67,2.52,0,4.56,3.11,3.67,2.77,1.97,9.53,8.32,2.64,3.75,17.43,0.52,12.41,2.84,1.28,1.92,5.9,0,2.35,15.83,4.36,6.99
1552639_at,6.3,0.03,0,5.35,0.35,0.77,5.19,0.94,0,2.79,2.83,2.94,0.01,3.41,2.87,6.85,4.32,0,0,0,1.43,0.26,0,4.53
1552641_s_at,6.09,0.12,0.93,0.65,2.75,0.01,0,0.92,7.07,4.51,1.13,1.95,1.58,2.46,1.72,0.44,0.69,4.28,3.35,11.41,3.05,1.68,0,0.72
1552643_at,0,0.01,2.14,0,2.47,0.85,0,6.82,2.48,0.95,0,1.04,0.83,0,2.86,2.65,1.37,0.79,2.85,2.8,4.71,1.3,0,0
1552644_a_at,1.25,4.93,4.11,1.8,2.5,6.83,0.57,3.44,1.09,1.99,3.61,5.17,3.85,5.11,4.71,5.74,5.08,6.24,0,0.01,0,4.15,1.4,3.76
1552646_at,2.42,1.47,13.42,0,0.84,18.25,0,14.69,30.82,15.08,3.31,12.75,1.57,15.25,0.18,0.32,0,4.07,31.12,0.01,0,9.51,77.04,0
1552648_a_at,2.46,1.59,17.78,1.08,1.43,0.69,1.05,1.71,0.67,0.63,0,0,0.35,0.97,2.16,0,0,2.54,0,1.32,2,1.78,0.14,1.54
1552649_a_at,0,0.15,2.53,0.46,0.04,0.01,2.6,2.84,0,0,0,0,0,1.34,0,0,0,0.03,1.41,0,0,0,0,2.99
1552651_a_at,0,20.54,0,41.81,2.72,0.1,28.61,0,1.2,14.93,68.24,87.29,63.07,39.24,0.01,52.44,0,0.4,2.1,1.91,4.31,28.95,2.92,8.59
1552652_at,314.6,321.99,189.23,239.82,322.91,263.08,204.54,228.15,190.52,273.63,278.75,330.39,273.14,284.46,350.83,245.69,273.45,235.95,292.13,285.22,136.98,335.37,294.67,336.31
1552656_s_at,0.76,3.76,3.37,1.06,0.32,1.67,0.85,0.02,0,3.11,1.24,3.42,6.22,2.12,3.52,0,0,2.58,5.01,2.81,0,3.26,0.84,1.29
1552657_a_at,2.46,0,4.34,2.31,4.55,5.13,0,0,0.01,2.55,0.01,0.04,0,2.24,3.77,0,0.38,0.11,0,1.27,0,2.2,0.47,7.06
1552658_a_at,1.13,0.31,24.87,0,1.08,34.34,0.69,3.24,0,3.6,0,2.92,0,1.45,1.63,3.03,0,1.8,1.63,0,0.05,1.23,2.78,3.15
1552660_a_at,33.02,48.79,710.55,9.19,47.98,19.32,137.48,68.87,24.46,60.79,31.49,805.97,3.83,24.62,31.17,93.1,0.02,0.01,10.25,17.54,0.02,75.03,10.38,40.35
1552661_at,2.7,0,0,2.8,0,2.46,0,1.88,3.99,1.24,0.01,0.31,4.26,0,2.74,0,1.51,2.2,1.54,0.01,8.47,0.12,5.21,2
1552662_a_at,0,5.91,4.71,17.79,4.81,0,0,16.31,2.1,3.84,0,3.01,2.98,3.5,0,0,5.64,4.58,0,0.06,0,0.22,2.03,1.12
1552663_a_at,2.97,2.46,3.44,3.95,6.6,1.8,5.47,2.98,4.37,4.71,7.88,3.23,2.68,1.88,3.3,0,5.5,1.92,1.31,12.44,3,5.47,4.34,1.82
1552664_at,1.26,1.73,9.95,1.85,1.29,1.55,87.83,4.69,2.82,3,1.62,2.45,2.74,0.31,1.71,0,3.08,3.76,47.08,0.95,2.55,4.08,42.51,1.9
1552665_at,5.81,2.52,0,1.09,12.13,0.01,0,2.28,2.57,0.88,4.79,4.26,1.07,5.25,3.14,9.55,0,3.3,1.99,3.35,0,10.24,4.53,8.28
1552666_a_at,0,0,0,0.64,3.9,0.01,2.74,0.53,0.98,0,0,0,4.32,0.01,0,6.75,2.29,0,0,0,0.47,0.01,0.69,0.01
1552667_a_at,0,3.17,4.34,0,0,2.16,2.78,3.61,3.64,0,0.01,0.84,5.66,2.84,1.21,0,7.53,2.97,3.38,0.16,2.23,0,4.65,0.35
1552669_at,0.66,1.76,0.03,5.42,0.01,5.1,2.61,4.44,0.56,5.93,0.95,3.77,1.13,0.04,1.2,4.82,0,3.5,0.01,3.29,0,2.18,0.04,0
1552670_a_at,0,0.39,0.01,0.35,2.63,0,0,1.3,1.29,0.45,0.21,0.86,1.8,0,1.46,2.87,0,0.26,0,0,0,1.53,1.55,1.21
1552671_a_at,0.01,0,2.15,3.17,0,0.43,0.01,0,0.37,0.72,0,0.7,1.91,4.91,1.35,0,1.18,3.51,0,1.17,3.91,0.68,1.77,0.17
1552672_a_at,0.55,8.78,4.94,1.1,2.12,1.29,0,0.01,2.55,0,0,1.93,0.3,0,2.78,1.86,0.01,0,0.99,2.25,0.27,0.5,4.63,0
1552673_at,4.09,1.97,1.36,13.61,5.62,4.53,0,1.88,0.54,0,0,2.75,1.51,0,0.01,0.5,0.47,0.05,0,2.61,11.91,1.5,0,1.21
