ID_REF,Breast cancer saliva-1,Breast cancer saliva-2,Breast cancer saliva-3,Breast cancer saliva-4,Breast cancer saliva-5,Breast cancer saliva-6,Breast cancer saliva-7,Breast cancer saliva-8,Breast cancer saliva-9,Breast cancer saliva-10,Healthy control saliva-bc1,Healthy control saliva-bc2,Healthy control saliva-bc3,Healthy control saliva-bc4,Healthy control saliva-bc5,Healthy control saliva-bc6,Healthy control saliva-bc7,Healthy control saliva-bc8,Healthy control saliva-bc9,Healthy control saliva-bc10
203137_at,0,0.7,2.27,2.86,5.73,2.76,0,0.93,2.19,0.01,0.25,0,0,0.19,2.01,0.05,0,0,8.34,3.87
203138_at,1.94,0,1.72,3.44,0.29,5.2,0,0,0,0,0,0.73,2.63,0,0,2.27,0.67,0.6,2.03,0
203139_at,5.29,0,0,5.96,0,0.01,0.01,1.04,1.89,1.71,2.04,0,0,2.02,0.01,0.01,2.16,4.95,0.01,8.43
203140_at,0.39,0,2.37,1.78,0,2.1,1.55,1.35,5.31,0,0,1.38,0.59,1.47,1.63,0.3,0,2.56,4.15,3.81
203141_s_at,730.52,781.39,640.5,761.34,941.8,510.38,397.09,602.31,374.91,544.93,861.7,505.02,621.42,545.76,907.86,1068.43,650.17,694.63,551.85,618.55
203142_s_at,608.01,507.84,738.37,547.78,643.27,563.3,464.11,856.28,794.92,552.12,607.73,828.34,1019.52,557.19,889.51,1161.06,381.83,725.73,970.34,553.16
203143_s_at,318.84,597.63,467.16,611.95,468.95,401.57,653.94,459.1,334.34,308.33,399.4,500.4,302.12,293.92,331.58,275.55,594.4,522.44,611.89,532.28
203144_s_at,1120.08,1786.72,1371.02,1610.79,2234.4,1678.38,1870.5,1104.47,1848.64,1255.67,1959.41,1845.07,1422.74,1686.09,2373.49,1450.63,1523.81,2201.21,1822.81,1518.14
203145_at,3.02,8.17,0,0,0.04,4.6,0,0,0,8.07,0,3.85,0,0,0,3.96,0,0,13.16,7.2
203146_s_at,22.53,4.83,23.94,0,10.88,0.03,22.55,0,41.83,0,12.81,81.13,40.04,0,0,2.57,4.29,0.01,13.94,4.13
203147_s_at,52.69,51.86,111.12,89.49,39.73,13.47,56.98,0,1.62,156.18,86.05,63.58,19.23,55.87,43.84,14.22,2.61,36.12,215.68,0.01
203148_s_at,2.58,0,23.17,4.3,2.55,0.01,4.13,3.08,1,4.56,0.75,0.9,0,0,0.01,3.17,3.03,4.2,3.89,0
203149_at,8.03,0.01,3.9,3.93,5.23,3.31,0.01,5.39,2.05,5.98,3.54,12.86,0.8,4.69,2.55,15.65,0.05,4.48,9.57,5.87
203150_at,0,0,10.2,0,0,14.42,0,0,0.56,35.17,0,0,0,0,0,0,0,0,0,0
203151_at,3.42,3.16,4,3.41,1.86,0,2.62,0.93,4.79,0.31,14.88,0.79,2.09,13.64,7.42,10.43,13.14,0,0,3.95
203152_at,2.39,1.35,4,1.24,0.01,3.12,5.86,0.01,3.18,0.85,3.54,3.44,5.88,0,6.66,2.53,5.21,12.42,2.76,2.1
203153_at,1.1,6.04,0,15.52,2.61,2.54,2.6,1.42,17.83,4,2.32,28.04,0.06,48.38,1.03,0.05,0,0,0.01,0.94
203154_s_at,0,0,0,5.22,0,0,6.2,0.21,1.15,0,0.53,5.46,0,6.29,0,0.39,5.31,0,2.98,0
203155_at,7.6,1.47,0.01,1.65,8.75,2.54,8.63,0.01,0,2.29,4.37,0.01,0.87,3.22,5.82,3.5,0.47,2.9,0,2.73
203156_at,3.01,0,4.39,1.37,0,0,3.18,0,0,0,3,7.65,0,0,3.95,6.75,6.73,3.52,2.87,6.87
203157_s_at,39.84,134.99,2.04,79.4,67.23,24.51,31.46,0.03,41,17.13,432.89,96.98,8.41,38.5,84.19,77.33,95.18,464.55,42.22,103.14
203158_s_at,2408.49,1818.71,2438.2,2772.73,2492.55,2073.23,3034.83,2434.72,1579.51,2581.41,1804.98,2301.91,2713.46,2182.09,2154.28,1971.87,2980.22,2416.34,2810.32,2639.12
203159_at,0,0.46,5.62,0,8.45,1.72,1.93,4.8,0,0.01,1.19,0.47,9.78,2.04,0,0.34,7.89,0,11.18,0.87
203160_s_at,5.28,0,0,3.63,0,1.54,2.02,5.93,0,4.86,0,0,0,0,0.03,0,2.8,8.6,0.01,3.8
203161_s_at,7.67,1.89,0.4,0,4.64,3.63,0.01,12.68,1.14,5.64,11.7,2.62,0.01,1.34,0.02,2.63,0.01,3.21,1.94,6.98
203162_s_at,0.01,1.31,0.67,2.29,5.55,0,1.73,4.92,16.6,3.17,6.54,0.02,0,1.47,1.99,1.63,3.57,8.17,0.01,0
203163_at,0,2.08,0,0,0.48,5.35,0,0.4,2.49,8.57,0,7.43,2.07,0,0.03,0,1.47,7.47,0.01,2.71
203164_at,5.89,0.02,7.09,6.59,18.95,0,0.03,0,6.2,0,0,0,7.06,5.25,0,1.7,3.53,4.75,0.01,4.76
203165_s_at,3.4,0.86,3.56,0,3.86,4.7,0.01,1.3,2.43,4.35,0,1.33,7,2.61,2.9,0,2.16,1.13,2.16,0.01
203166_at,0,8.12,0.01,0,8.71,0.01,9.55,0,4.71,0.01,2.37,0.02,4.12,5.06,0.53,0.3,3.6,1.43,1.23,0
203167_at,0.04,86.52,271.11,104.33,10.9,0.08,0.07,61.13,76.15,31.55,47.03,104.47,295.69,137.1,4.41,52.05,37.12,66.7,151.11,121.9
203168_at,115.83,147.69,84.09,101.62,253.32,33.02,86.44,177.24,0.02,66.27,0.04,362.24,235.17,0.02,52.34,315.71,48.77,77.89,1.13,205.78
203169_at,2.77,3.33,2.29,1.23,2.58,0.42,0,0,1.48,0,10.26,4.8,0,0.92,4.98,0.01,17.06,0.01,1.99,3.97
203170_at,9.93,10.68,24.26,5.77,2.99,11.39,30.23,0.01,0.01,0,14.09,0.9,4.63,0.3,0.43,3.65,3.88,1.22,13.06,1.58
203171_s_at,286.68,105.53,151.62,182.69,95.74,186.59,224.41,134.97,440.47,132.79,136.03,47.56,82.87,246.46,151.79,109.78,337.31,54.19,47.09,282.06
203172_at,10.83,0,5.23,0,17.2,0,26.46,0,2.69,0.44,0,0.27,13.33,0.32,0.01,1.36,0,8.97,0.01,17.87
203173_s_at,0,3.76,0,4.27,1.96,0,4.09,6.66,1.64,0,0,0.13,0,0,0,0.55,0,0,0.01,3.9
203174_s_at,41.24,47.1,0.03,0,71.77,7.94,19.95,15.62,36.21,17.66,0.72,0.01,17.6,9.88,10.87,0,11.16,0.01,8.17,14.06
203175_at,16,0.01,19.89,0.16,36.32,0.04,0.02,95.06,85.91,0.02,0.01,0.03,131.86,64.4,13.9,41.51,0.04,73.86,16.9,46.15
203176_s_at,7.87,1.85,5.64,0,9.52,0.01,1.63,3.44,1.43,2.32,1.7,0.02,0,2.19,2.84,6.48,8.27,5.09,3.43,4.98
203177_x_at,0,0,3.83,5.93,2.8,2.8,5.16,0.01,4.22,0.19,1.25,9.62,8.94,1.3,2.73,1.79,7.76,0.14,13.44,0.36
203178_at,0,2.92,1.65,5.65,0.02,0,0.29,4.76,0.25,0,3.38,1.39,1.53,0,3.2,1.9,0.04,0,0.42,0
203179_at,4.56,7.37,1,0.75,2.94,0.01,0,9.76,4.85,0,3.62,13.27,1.67,1.33,3.93,3.74,0.01,4.16,0.01,0
203180_at,119.05,124,14.43,33.33,357.65,15.96,58.44,50.15,190.98,75.65,166.54,180.84,64.18,120.64,147.69,257.32,132.4,178.25,59.99,155.81
203181_x_at,366.71,597.17,118.13,447.77,873.46,121.34,718.05,268.08,536.33,670.42,522.13,356.8,106.74,380.73,586.4,488.95,134.68,285.11,469.84,244.03
203182_s_at,0.01,0,0,1.91,6.73,0,0.99,2.65,2.43,0,2.29,3.77,0,0.02,2.48,7.27,1.85,1.93,1.59,3.21
203183_s_at,9.79,12.2,11.9,8.05,6.09,12.36,7.56,0.02,17.95,16.27,4.52,8.5,4.45,6.72,11.74,3.51,3.62,2.23,7.99,8.6
203184_at,4.46,31.83,24.26,32.81,0,0.01,0.08,0,0,8.6,19.4,0.03,2.08,0.03,1.01,21.25,5.86,10.92,16.46,17.87
203185_at,4.43,0.98,0,66.55,0,1.88,0,0,8.8,1.29,8.47,0,0,37.21,0,16.04,9.23,0,0.01,43.07
203186_s_at,0.34,8.04,4.25,1,5.29,2.05,2.98,3.56,0.92,12.34,0.02,9.33,6.23,3.67,0.5,12.58,0.11,3.21,3.85,7.07
203187_at,6.81,793.49,93.37,60.12,80.02,61.94,0,29.03,155.83,67.72,36.17,2.73,30.32,7.61,51.66,223.87,94.48,34.51,50.17,58.6
203188_at,24.06,58.39,4.24,2.28,9.48,1.84,6.77,5.83,177.16,0.01,227.29,47.73,96.58,39.88,249.76,33.53,37.73,47.43,3.62,41.76
203189_s_at,0.6,0,2.3,6.61,73.81,3.34,0,2.22,1.22,3.31,0.01,2.74,4.45,1.15,6.78,0.84,6.37,26.71,45.04,0.23
203190_at,6.59,8.53,4.15,1.85,1.22,3.07,2.01,41.93,2.8,9.3,0.86,2.1,1.55,6.17,1.68,2.04,63.05,2.41,4.22,1.24
203191_at,9.32,2.85,0.3,3.75,4.08,5.17,3.4,4.57,4.49,1.38,1.48,1.89,0.8,11.55,6.39,4.02,4.15,3.63,2.06,1.8
203192_at,7.1,24.89,55.69,0.81,7.11,6.59,51.82,79.33,111.19,5.79,87.88,23.62,31.36,66.3,209.69,53.31,59.79,39.22,1.78,31.59
203193_at,0,3.97,0,0,3,1.01,17.34,11.67,0,0,6.4,3.85,1.65,3.23,5.73,55.82,0,0.67,0.01,0
203194_s_at,0,3.02,6.94,1.41,2.47,1.87,5.69,0,7.24,1.63,0.07,8.52,2.27,1.76,2.16,4.45,6.52,3.85,1.99,0
203195_s_at,4.42,9.71,1.27,21.31,0,4.48,0.01,4.04,3.75,1.6,5.34,0,2.98,6.25,1.57,9.55,5.2,7.05,5.36,39.65
203196_at,1.19,0.06,0.35,1.35,3.84,0,6.9,0,4.94,8.13,0,4.58,1.98,0.06,4,0,1.52,5.94,0,8.87
203197_s_at,23.15,20.76,28.9,15.63,10.6,3.78,5.6,23.33,13.8,2.48,21.26,30.92,118.19,2.52,4.14,33.12,9.28,11.9,31.4,17.07
203198_at,4.02,2.11,1.01,0,10.57,4.21,8.95,3.9,0,1.97,0,3.57,2.45,1.6,4.55,3.79,3.26,3.87,1.5,2.63
203199_s_at,3.4,0,3.33,5.6,2.71,0.06,1.44,2.97,2.25,9.05,2.29,3.42,3.37,3.99,3.07,3.8,0.01,4.09,4.83,3.81
203200_s_at,5.94,8.29,5.56,7.24,15.71,5.3,5.37,0.33,5.67,0,11.51,4.21,2.72,21.37,12.62,0.9,12.82,1.85,15.03,2.93
203201_at,5.31,0.25,0,0.57,2.53,0.14,0,4.35,2.83,0.01,0,10.02,0.01,0.8,1.44,4.45,2.16,1.57,2.08,0.02
203202_at,0.01,1.63,0,7.5,2.33,9.26,0.88,0,6.27,0.01,0.87,0,4.48,3.7,1.7,4.98,3.67,0.02,0.02,3.83
203203_s_at,5.85,1.71,1.34,2.09,8.93,7.44,1.84,3.78,2,4.57,0,8.88,1.5,3.56,2.1,3.38,2.28,16.14,3.09,2.58
203204_s_at,1.84,48.79,2.51,40.22,3.14,10.28,1.82,10.5,0.14,0.56,2.62,1.67,2.66,1.84,2.32,0.01,5.52,20.36,4.79,0.51
203205_at,0.01,4.84,8.17,2.86,0.01,0.03,10.67,15.87,10.99,3.04,0,0,0,8.89,10.62,2.27,6.24,1.4,2.56,0
203206_at,1.46,3.75,1.66,1.34,2,0,6.88,0.92,0,4.71,0,4.03,0,0.94,1.41,5.82,0.02,1.31,0,0
203207_s_at,3.82,19.42,2.18,110.09,104.53,2.06,12.26,3.27,6.85,2.06,21.97,50.35,58.96,2.01,9.18,57.48,115.93,28.88,3.91,2.09
203208_s_at,6.73,146.92,135.66,94.8,154.01,196.53,11.47,2.21,17.12,0.69,168.66,45.54,249.65,65.79,4.83,17.69,41.06,47.6,47,0
203209_at,0,3.32,3.63,7.31,4.01,1.4,0.82,0.01,0,11.52,2.99,13.25,0,0.35,0.54,4.17,1.35,2.79,1.07,1.38
203210_s_at,506.2,275.33,365.28,283.73,305.64,200.32,582.65,388.69,747.23,325.76,562.4,630.82,310.17,619.06,979.5,478.83,637.77,359.36,373.48,631.1
203211_s_at,5.23,2.08,1.73,3.28,0.02,1.98,0.12,0.73,1.5,23.16,6.86,0,1.81,10.68,12.38,2.67,9.64,6.94,9.25,9.35
203212_s_at,0.72,0.01,2.22,0,0.21,4.02,2.42,1.07,2.7,1.11,0,0,0,2.45,2.71,6.42,4.91,2.9,9.23,2.36
203213_at,0.27,3.04,1.1,0.01,2.12,0.39,0.01,2.43,0.51,1.51,3.02,0.01,0,0.75,0.64,0,0.78,5.39,0.24,1.74
203214_x_at,357.86,171.05,533.48,135.48,287.55,372.06,405.41,168.78,573.29,285.46,842.69,452.24,209.15,821.41,252.25,364.96,355.6,318.89,119.54,1048.43
203215_s_at,0,2.19,3.38,0,0,0.49,5.35,3.4,1.42,0,0,0,0,15.04,3.23,0,1.76,0,1.63,4.69
203216_s_at,0.91,0,210.67,1.92,6.79,1.46,0.01,4.13,21.92,0,15.6,20.66,1.96,56.12,51.33,17.19,46.52,33,0.01,220.71
203217_s_at,1261.41,1439.01,1680.6,1104.42,2062.64,2657.14,1698.95,2140.98,1044.21,1987.53,2073.71,1839.59,2217.44,1784.24,1723.5,2218.78,2088.74,1501.05,1678.24,2510.8
203218_at,1.58,4.38,0,2.73,3.5,4.23,3.69,0.01,8.68,0.82,0,3.11,8.64,0,1.61,4.66,2.93,3.54,0.68,0.01
203219_s_at,6.19,4.68,8.67,3.96,5.29,37.29,10.25,11.52,15.4,3.01,32.01,4.37,1.22,2.97,16.07,8.74,11.04,0.3,8.39,1.96
203220_s_at,277.36,194.69,462.58,216.38,336.6,121.28,399.63,274.14,247.21,172.17,269.29,219.88,187.33,269.47,279.63,234.78,296.28,187.83,274.11,279.54
203221_at,4.13,6.45,0,6.43,1.28,0.02,0,4.24,11.46,0,9.01,6.42,2.86,2.17,0.01,2.4,4.24,2.35,7.84,1.28
203222_s_at,2691.08,2620.02,2427.45,2922,2729.94,3033.35,2639.96,2987.24,2749.79,3040.22,2327.55,2759.33,2580.12,3156.85,3038.51,2728.25,3346.82,3651.67,3392.19,3751.41
203223_at,1407.95,1453.25,1371.98,898.5,1337.06,1508.27,1412.72,1313.33,1186.43,1613.86,1277.23,1484.31,1449.62,1399.28,1454.65,1545.2,1455.04,1520.04,1678.83,2294.14
203224_at,0,0.86,2.44,2.68,0.01,0,23.02,1.33,3.72,0.12,1.71,0,0.02,3.06,6.29,0.91,2.76,0,1.6,0.01
203225_s_at,0.01,0,5.23,2.65,0.01,9.91,3.85,0.02,0.01,0,0.01,0,5.72,1.15,1.15,9.78,3.5,0,5.38,2.52
203226_s_at,253.57,162.69,85.34,3198.17,101.1,371.85,266.57,373.88,259.76,246.97,165.32,113.31,145.65,260.4,351.49,178.25,290.35,19.56,234.83,153.88
203227_s_at,0.4,0,0,5.05,2.11,14.94,0.19,1.09,1.96,0,0,0.99,2.33,1.36,2.73,1.02,1.61,0.52,5.7,2.77
203228_at,5.66,3.05,4.55,5.98,0.01,0.93,4.49,2.46,2.37,0.68,1.19,2.47,0,5.51,3.74,0,0.79,12.03,1.73,6.07
203229_s_at,588.49,409.51,327.87,560.83,583.18,469.59,517.28,582.97,511.4,464.73,739.11,500.62,628.06,574.11,515.79,502.15,222.07,595.83,744.27,1017.09
203230_at,0,0,3.69,0.46,0.97,0.01,0,0,0,0,0,0,8.87,0,0,0,0,1.56,1.89,4.09
203231_s_at,0.01,3.56,0.31,0,0.43,0.01,1.29,0.04,2.72,0,0,2.54,4.86,0,0.51,0,0,0.72,5.04,0.08
203232_s_at,4.08,2.78,2.03,0.35,5.67,3.53,1.32,1.12,1.99,4.5,1.34,4.16,0,2.39,4.31,2.03,0.54,2.68,31.34,3.12
203233_at,0,7.34,0,0,0.01,0,4.03,5.62,0,1.16,2.93,4.73,0,4.26,3.91,0,9.28,3.68,4.84,0.01
203234_at,57.35,0.03,0.02,36.22,6.49,12.6,26.48,51.51,63.73,0.05,35.25,99.37,28.67,0,0.01,94.8,0.01,0.01,1.48,83.09
203235_at,0.01,3.95,4.28,0,0,0.17,12.46,6.86,6.29,0,0.03,0.01,9.67,0,1.97,8.91,0.03,0,3.33,1.18
203236_s_at,405.86,332.3,553.61,245.59,334.09,777.7,396.13,278.46,100.97,548.81,310.48,271.78,297.65,318.44,219.36,231.16,364.57,431.9,458.12,605.48
203237_s_at,141.23,373.66,22.06,64.3,527.48,0.02,242.57,155.26,0.05,313.55,0.04,54.68,12.76,112.05,191.13,141.9,139.59,477.62,101.62,0.15
203238_s_at,1.36,0.64,0,0,8.68,0.05,1.22,0.01,0.01,3.99,1.91,3.8,0,19.43,1.69,0.01,1.21,0,0,1.57
203239_s_at,3.87,1.58,0,0,10.08,0,2.68,3.57,0.01,5.89,1.87,0,0,0,0,7.47,6.43,5.67,6.13,3.97
203240_at,174.1,622.44,310.25,41.34,4.53,267.57,18.51,0.01,306.36,89.82,301.41,449.86,117.03,399.11,421.84,60.88,138.88,219.31,154.95,197.76
203241_at,2.17,1.42,1.5,0,0.01,2.65,1.11,0,4.78,1.38,7.1,3.43,3.38,0.84,0,0.89,8.09,3.04,0,0.39
203242_s_at,2.71,0,1.76,0,0,4.84,0.65,3.28,3.86,0,0.62,0.96,0,1.82,0,0.01,0.55,14.19,7.47,3.71
203243_s_at,11.93,0.81,1.05,0.61,0.01,0,1.35,3.77,0.01,0,5.03,4.81,4.45,2.2,6.73,5.4,4.45,5.09,10.28,0.36
203244_at,4.08,0.83,0.01,7.24,0,1.53,11.01,0.01,0,7.27,5.81,3.33,5.62,0.48,2.43,10.13,6.97,4.55,5.41,4.3
203245_s_at,0,0,0.01,0.01,0.04,0.91,0,0,0.99,0.93,0.36,1.43,0,1.84,3.64,0,0.02,0,1.06,9.24
203246_s_at,0,5.62,0,0,0,7.98,1.41,0,1.92,0,0,0,0.38,3.24,1.65,0.64,2.78,0.13,0,0.75
203247_s_at,14.63,14.06,38.05,14,3.05,2.88,11.91,3.46,16.22,0,77.92,43.78,80.58,82.51,23.07,30.84,191.18,0.56,0.01,0
203248_at,0,1.24,2.63,7.62,0,0.01,0.01,2.28,14.58,0,6.84,0,9.71,0.43,1.46,1.65,3.17,0.04,0,7.76
203249_at,29.76,19.47,117,19.61,5.45,28.5,26.73,5.71,331.23,7.39,38.68,60.48,3.21,95.84,44.37,192.26,79.5,29.67,41.75,102.65
203250_at,2.32,1.58,0,0,3.56,0.02,12.31,2.51,0,0.1,4.95,3.42,2.73,2.05,0.61,7.71,0.9,0,2.48,0
203252_at,6.94,2.31,2.67,3.81,0.01,0.31,0,2.15,0.41,6.93,1.2,2.89,0.05,0,0.64,1.68,0,3.11,3.93,0
203253_s_at,22.93,8.4,0,0,7.15,1.2,2.73,3.57,11.75,2.87,0.83,0.95,4.33,0.46,26.82,0.01,32.12,7.53,0.99,0.65
203254_s_at,2.55,235.14,1.5,4.83,9.72,4.15,0.96,2.82,15.08,2.27,0.74,4.05,185.1,1.93,109.99,22.81,6.6,13.27,4.17,2.71
203255_at,0.22,1.96,0,0.96,0,0.01,0.01,1.86,0,0.01,0.3,0,3.32,2.25,18.4,3.41,6.05,2.25,1.82,2.24
203256_at,4.61,3.31,0,1.26,1.13,1.14,0,0.35,1.77,9.27,1.14,0,0.01,1.66,0,1.66,0.06,0,10.51,0
203257_s_at,1.81,3.96,0.02,4.46,0.01,1.32,2.79,2.3,2.96,1.86,6.71,3.2,4.42,1.82,4,2.64,2,5.13,8.1,0
203258_at,3.12,0.87,0.06,1.57,0.7,2.42,0,2.37,3.24,0,3.89,0,0.85,2.63,0.7,3.67,0,8.55,15.12,2.35
203259_s_at,23.09,0.64,3.33,4.39,31.34,7.67,1.59,4.9,4.06,1.61,0.53,0,8.54,1.36,0.01,50.06,0.01,35.81,0.33,0
203260_at,570.94,651.09,804.26,408.55,375.22,216.94,584.52,393.19,717.68,627.13,1071.83,578.15,661.14,630.61,626.71,593.2,712.79,489.69,617.38,477.03
203261_at,0,0,12.07,2.24,0,0,1.16,0,0.26,2.85,0,14.79,0,0,2.69,0.65,0.56,1.8,5.91,1.35
203262_s_at,206.38,231.35,131.29,108.84,363.22,157.4,182.27,185.67,380.8,293.66,339.43,225.7,236.42,368.59,388.55,330.02,110.46,214.62,460.2,326.61
203263_s_at,1.41,2.95,1.5,2.88,2.1,2.86,0.45,1.29,3,0,2.17,0,2.95,4.19,0,3.54,2.75,0,0.01,4.87
203264_s_at,6.17,4.61,0.05,25.16,32.6,299.89,228.1,464.1,0.04,19.89,81.11,0.03,121.35,100.27,65.14,69.5,78.08,182.3,208.7,32.12
203265_s_at,3.56,1.47,4.45,2.69,0.02,2.06,0.01,3.06,9.42,16.85,4.28,0,0,2.83,4.94,3.58,5.74,3.27,3.4,8.23
203266_s_at,3.55,0.69,0,3.26,0.01,5.71,0.01,5.41,0.03,5.43,2.01,4.84,15.48,4.44,0.01,0.21,9.07,3.63,3.07,1.42
203267_s_at,0.05,4.63,12.18,98.09,0.93,4.42,1.02,64.4,148.71,0.32,0,0.02,52.43,87.94,70.88,4.04,47.2,73.47,3.22,142.31
203268_s_at,1.41,0,0,1.71,3.53,0.02,1.32,4.76,2.17,0,6.78,3.2,0,2.05,0.01,0,1.9,0,0.02,6.22
203269_at,0.01,0.01,0.15,0,6.77,0,4.74,11.46,2.95,9.35,0,0.02,0.01,8.72,4.54,3.31,0,4.27,6.79,0.05
203270_at,26.06,19.29,0.19,9.6,9.58,5.15,6.81,23.45,0.03,45.2,11.49,17.06,39.49,66.54,34.03,0.03,30.61,2.58,24.1,35.05
203271_s_at,1.12,5.2,2.1,18.14,6.8,116.94,3.78,9.49,0,1.54,0.76,0,0,0.03,0.47,5.08,6.34,1.41,16.99,0
203272_s_at,4.03,3.26,2.06,2.15,0.01,0.87,1.84,3.09,1,0,0,10.99,0,0,0.45,0.01,0.68,0,0,7.01
203273_s_at,0.02,5,3.73,0.29,8.59,0,8.14,3,3.54,3.67,1.21,0,0,8.53,4.26,0,0.02,0.01,0,0
203274_at,5.27,5.95,0,0.01,0.96,0.01,1.3,0.02,13.38,0,32.02,2.67,9.34,28.19,10.65,6.75,7.42,3.88,7.92,2.15
203275_at,10.04,0.56,2.56,5.46,7.16,3.76,4.13,0,0,4.64,2.82,0,0,0.31,1.28,0.01,0,0,2.85,1.37
203276_at,5.65,7.82,14.08,7.42,8.12,3.54,0.01,8.04,2.19,0.01,5.3,6.34,0.01,7.96,2.73,5.86,3.45,5.87,12.52,2.9
203277_at,146.21,211.55,433.59,343.15,179.14,365.34,394.9,1332.96,139.5,423.17,483.57,185.29,516.1,89.18,110.67,346.17,101.88,729.87,137.24,74.74
203278_s_at,0.35,0.14,0.88,2.42,0,2.52,0.85,0.2,1.96,2.25,0.39,3.59,0,1.66,0.75,0,0.53,2.41,0.3,0
203279_at,117.15,258.54,249.58,217.64,296.29,168.34,321.64,151.14,177.43,4.9,273.94,145.24,217.9,170.33,200.65,189.41,194.17,330.91,365.72,156.12
203280_at,2.18,4.96,7.1,0.45,4.96,0.01,0.12,1.47,6.31,17,2.92,3.7,1.43,7.91,6.5,2.68,0.74,3.78,0,4.45
203281_s_at,5.61,2.15,5.37,0.15,1.73,4.02,2.73,2.39,0,2.24,2.42,16.85,9.35,0.23,1.67,0.01,2.1,0,3.26,0.32
203282_at,2.84,7.48,47.89,11.97,4.96,31.62,3.18,3.28,6.84,6.56,11.11,10.84,31.03,4.92,4.82,33.12,26.94,32.27,25.16,10.98
203283_s_at,0.86,1.14,0.21,1.28,1.02,12.66,2.21,4.52,3.35,3.5,7.39,7.61,1.69,0,6.89,0.89,0.06,4.3,10.45,3.88
203284_s_at,27.06,3.58,56.82,7.12,9.3,12.88,17.9,30.89,18.29,21.22,3.48,8.45,6.56,13.74,61.41,48.46,186.52,135.09,7.02,58.93
203285_s_at,6.18,1.78,0.46,3.98,3.25,0,0.01,6.39,6.46,8.98,0,0.14,3.64,5.63,3.81,5.47,8.37,2.96,0.58,3.74
203286_at,0.01,4.5,0.59,7.78,5.65,1.56,0,0,8.48,0,10.16,1.22,12.41,0,2.89,0.69,1.48,4.06,0.04,0
203287_at,6.04,12.22,1.51,0.01,5.4,1.03,0,2.75,7.57,2.87,0.01,1.24,1.94,0,1.29,3.11,0,0.43,6.4,4.95
203288_at,120.52,79.63,96.75,89.56,180.64,139.12,82.25,154.66,108.23,83.46,47.9,7.63,230.74,127.63,136.41,240.22,296.79,330.83,249.88,236.43
203289_s_at,3005.94,2861.87,3394.16,3207.69,2643.12,3234.55,2971.3,3263.43,2921.85,3498.27,3137.79,3234.06,2572.77,3487.26,3610.77,2901.11,3414.3,4259.93,2997.77,2613.46
203290_at,0,0,0,0,0,0,0,0,5.64,0,0.46,3.39,0,2.1,2.56,16.25,3.7,16.51,0,33.11
203291_at,0,3.46,14.82,0.03,4.53,10.37,0,13.55,2.61,0,3.76,2.44,0.84,0,3.42,2.56,0,5.66,0,2.3
203292_s_at,6.84,7.39,6.19,1.04,1.76,0.99,5.32,7.23,3.68,2.99,4.35,19.29,0,3.1,0.06,0,2.43,7.55,9.2,2.57
203293_s_at,1.4,0.01,0,0.1,4.9,6.89,1.69,0.02,0,0.55,7.17,7.54,6.74,7.27,3.9,5.13,3.35,0,5.84,5.32
203294_s_at,0.36,1.06,1.08,4.05,0.37,0.9,0.51,0,0,0.16,0.63,0,0,0.62,0.85,0,0,11.58,0,0.01
203295_s_at,71.25,67.35,337.77,99.34,5.04,197.51,432.37,44.45,94.53,101.79,156.63,275.52,325.88,18.06,335.37,59.02,374.65,0.11,304.13,207
203296_s_at,0,1.89,6.42,4.77,0.31,0,3.27,0,1.31,0,1.58,0,8.99,0,0,0.1,3.15,2.28,1.18,0
203297_s_at,1.08,2.36,0,5.69,5.99,0,6.51,0.79,0.45,3.85,2.84,0,0,0,0.84,1.12,0.87,2.98,2.61,0.55
203298_s_at,0,5.64,0.07,1.28,1.97,0.01,1.15,2.45,0,0,0,4.54,10.93,0.54,1.79,3.17,1.14,3.7,3.22,0.01
203299_s_at,5.36,12.07,7.69,6.96,0.03,5.03,4.08,0,6.66,1.48,9.38,0.61,4.76,2.5,23.39,12.25,31.15,16.28,3.68,3.84
203300_x_at,2.3,15.49,0.02,4.99,0.3,0.02,2.89,5.87,4.71,7.44,3.75,16.3,3.66,0,31.46,9.13,7.98,4.6,0.02,0.01
203301_s_at,1.43,2.01,0.21,0.81,12.9,0,0.92,0,1.41,0.32,21.38,0.66,2.44,0,4.68,1.15,0.83,0.77,0,2.22
203302_at,6.83,3.61,1.62,3.85,2.93,5.65,5.26,0,0.4,0.01,3.25,3.14,10.6,0.01,3.74,3.82,6.83,0.6,4.69,0.01
203303_at,2.06,2.05,21.59,3.97,0,2.12,4.22,0,4.9,0.03,0,0,0.04,2.32,4.28,4.76,0.01,7.14,5.17,8.33
203304_at,205.03,284.54,157.84,89.68,85.71,0.35,292.82,307.98,188.8,183.37,252.76,270.5,192.76,267.81,234.87,415.25,385.37,343.12,156.08,41.66
203305_at,1578.53,1985.26,2091.26,1450.23,1541.94,1546.77,1646.55,1550.64,1795.08,1604.77,1474.23,1771.43,1710.32,1498.07,1174.89,1365.89,1491.37,1768.97,1540.5,1218.96
203306_s_at,3.34,0,0,0.25,2.34,3.3,0.01,0.01,0,0,1.71,1.63,0,0,1.12,7.63,0,0.45,0.01,0.43
203307_at,0,3.85,0.02,1.5,0,89.61,36.33,2.66,4.28,4.45,1.08,2.5,1.33,34.99,10.7,1.75,6.18,5.37,4.74,0
